LIBELLE;CYCLE;N° COMPTE;DOMICILIATION;GROUPE SCOLAIRE;COMMUNE;REGION;DREN;IEPP
GOHUE;;;;;;;GAGNOA;SERIHIO
INAGBEHIO;;;;;;;GAGNOA;SERIHIO
KOBDJAKOUE;;;;;;;GAGNOA;SERIHIO
KOFFI YAOKRO;;;;;;;GAGNOA;SERIHIO
KONANKRO;;;;;;;GAGNOA;SERIHIO
KOUASSIKRO;;;;;;;GAGNOA;SERIHIO
NGUESSAN KOFFIKRO;;;;;;;GAGNOA;SERIHIO
SERIHIO;;;;;;;GAGNOA;SERIHIO
SERIHIO DRAMANEKRO;;;;;;;GAGNOA;SERIHIO
SERIHIO PAULKRO2;;;;;;;GAGNOA;SERIHIO
VALOUA;;;;;;;GAGNOA;SERIHIO
VALOUA AKOUEKOUASSIKRO;;;;;;;GAGNOA;SERIHIO
VALOUA KOUAKOUKONANKRO;;;;;;;GAGNOA;SERIHIO
VALOUA KRAKRO;;;;;;;GAGNOA;SERIHIO
WANEWA NDRIKRO;;;;;;;GAGNOA;SERIHIO
WANEWA TCHEGBEKRO;;;;;;;GAGNOA;SERIHIO
ABROBAKRO;;;;;;;GRAND BASSAM;BONOUA
ADIAHO;;;;;;;GRAND BASSAM;BONOUA
ADIKO TEKE;;;;;;;GRAND BASSAM;BONOUA
AHOUA KOFFI;;;;;;;GRAND BASSAM;BONOUA
AHOULOU ALPHONSE;;;;;;;GRAND BASSAM;BONOUA
AKROABA 1 PPU;;;;;;;GRAND BASSAM;BONOUA
AKROABA 2 PPU;;;;;;;GRAND BASSAM;BONOUA
ANDRE MAUD;;;;;;;GRAND BASSAM;BONOUA
ASSE 12;;;;;;;GRAND BASSAM;BONOUA
AWOSSI AHOULOU;;;;;;;GRAND BASSAM;BONOUA
BLANON;;;;;;;GRAND BASSAM;BONOUA
BONGO SAPH 12;;;;;;;GRAND BASSAM;BONOUA
BONGO SAPH 34;;;;;;;GRAND BASSAM;BONOUA
BONGO VILLAGE ABC;;;;;;;GRAND BASSAM;BONOUA
BONGO VILLAGE D;;;;;;;GRAND BASSAM;BONOUA
BONHI ADJA 12;;;;;;;GRAND BASSAM;BONOUA
EBE CAIMPEX;;;;;;;GRAND BASSAM;BONOUA
FANNIE BRECHAT;;;;;;;GRAND BASSAM;BONOUA
HARRIS 12;;;;;;;GRAND BASSAM;BONOUA
IMPERIE 12;;;;;;;GRAND BASSAM;BONOUA
JB AMETHIER;;;;;;;GRAND BASSAM;BONOUA
KIMOUKRO;;;;;;;GRAND BASSAM;BONOUA
KRAIDY KOLIA;;;;;;;GRAND BASSAM;BONOUA
LARABIA;;;;;;;GRAND BASSAM;BONOUA
MATERNELLE BONOUA 12;;;;;;;GRAND BASSAM;BONOUA
MATHIEU EKRA;;;;;;;GRAND BASSAM;BONOUA
MOHAME;;;;;;;GRAND BASSAM;BONOUA
MOULOBROU AN 2000;;;;;;;GRAND BASSAM;BONOUA
MPLOUSSOUE;;;;;;;GRAND BASSAM;BONOUA
MUNICIPALITE;;;;;;;GRAND BASSAM;BONOUA
NDJALAKRO;;;;;;;GRAND BASSAM;BONOUA
OBROU KOUASSI;;;;;;;GRAND BASSAM;BONOUA
OBROUKOMON;;;;;;;GRAND BASSAM;BONOUA
ONO 1A;;;;;;;GRAND BASSAM;BONOUA
ONO 1B;;;;;;;GRAND BASSAM;BONOUA
ONO 3;;;;;;;GRAND BASSAM;BONOUA
ONO 4;;;;;;;GRAND BASSAM;BONOUA
OTRON JB;;;;;;;GRAND BASSAM;BONOUA
SADIA BAMBA;;;;;;;GRAND BASSAM;BONOUA
SILIMANE BOUBACAR;;;;;;;GRAND BASSAM;BONOUA
YAOU AB;;;;;;;GRAND BASSAM;BONOUA
YAOU CD PPU;;;;;;;GRAND BASSAM;BONOUA
ABLE FREDERIC 1 2 MUNICIPALITE;;;;;;;GRAND BASSAM;GRAND-BASSAM
AIMAN ROGER;;;;;;;GRAND BASSAM;GRAND-BASSAM
AZURETTI 1 ET 2;;;;;;;GRAND BASSAM;GRAND-BASSAM
BASSAM 12;;;;;;;GRAND BASSAM;GRAND-BASSAM
BASSAM 3;;;;;;;GRAND BASSAM;GRAND-BASSAM
BASSAM 4;;;;;;;GRAND BASSAM;GRAND-BASSAM
CHATEAU D EAU 1 2 3;;;;;;;GRAND BASSAM;GRAND-BASSAM
COCOTERAIE 3;;;;;;;GRAND BASSAM;GRAND-BASSAM
COCOTERAIE 4;;;;;;;GRAND BASSAM;GRAND-BASSAM
COCOTERAIE 5;;;;;;;GRAND BASSAM;GRAND-BASSAM
CONGO 1 et 2;;;;;;;GRAND BASSAM;GRAND-BASSAM
EBRA;;;;;;;GRAND BASSAM;GRAND-BASSAM
GBAMLE;;;;;;;GRAND BASSAM;GRAND-BASSAM
GROUPE MATERNELLE MEA KOUADIO;;;;;;;GRAND BASSAM;GRAND-BASSAM
JEAN MICHEL MOULOD;;;;;;;GRAND BASSAM;GRAND-BASSAM
MEANTOUO 1;;;;;;;GRAND BASSAM;GRAND-BASSAM
MOCKEY VILLE;;;;;;;GRAND BASSAM;GRAND-BASSAM
MODESTE;;;;;;;GRAND BASSAM;GRAND-BASSAM
MONDOUKOU;;;;;;;GRAND BASSAM;GRAND-BASSAM
MOOSSOU 1  2;;;;;;;GRAND BASSAM;GRAND-BASSAM
MOOSSOU 3;;;;;;;GRAND BASSAM;GRAND-BASSAM
MUNICIPALITE 1;;;;;;;GRAND BASSAM;GRAND-BASSAM
MUNICIPALITE 2 3 4;;;;;;;GRAND BASSAM;GRAND-BASSAM
N'GUESSANKRO 4;;;;;;;GRAND BASSAM;GRAND-BASSAM
ORPHELINAT NATIONAL DES FILLES GDBASSAM;;;;;;;GRAND BASSAM;GRAND-BASSAM
PETIT PARIS;;;;;;;GRAND BASSAM;GRAND-BASSAM
PHARE 1 2 3;;;;;;;GRAND BASSAM;GRAND-BASSAM
VITRE 1;;;;;;;GRAND BASSAM;GRAND-BASSAM
VITRE 2;;;;;;;GRAND BASSAM;GRAND-BASSAM
YAKASSE 1;;;;;;;GRAND BASSAM;GRAND-BASSAM
YAKASSE 2;;;;;;;GRAND BASSAM;GRAND-BASSAM
4 CARREFOURS BLOLEQUIN GUIGLO;;;;;;;GUIGLO;BLOLEQUIN
ALAKABO;;;;;;;GUIGLO;BLOLEQUIN
ALEXANDREKRO;;;;;;;GUIGLO;BLOLEQUIN
AVIATION;;;;;;;GUIGLO;BLOLEQUIN
BABLY VAYA TOUAWIN;;;;;;;GUIGLO;BLOLEQUIN
BAPLEU;;;;;;;GUIGLO;BLOLEQUIN
BELLEVILLE;;;;;;;GUIGLO;BLOLEQUIN
BENOIKRO;;;;;;;GUIGLO;BLOLEQUIN
BEOUE 1;;;;;;;GUIGLO;BLOLEQUIN
BEOUE 2;;;;;;;GUIGLO;BLOLEQUIN
BLEDY DIEYA 1 2;;;;;;;GUIGLO;BLOLEQUIN
BLOLEQUIN 1 3;;;;;;;GUIGLO;BLOLEQUIN
BLOLEQUIN 2;;;;;;;GUIGLO;BLOLEQUIN
BLOLEQUIN 4 AB;;;;;;;GUIGLO;BLOLEQUIN
BLOLEQUIN 5;;;;;;;GUIGLO;BLOLEQUIN
BLOLEQUIN 6;;;;;;;GUIGLO;BLOLEQUIN
BLOLEQUIN 7;;;;;;;GUIGLO;BLOLEQUIN
BLOLEQUIN MUNICIPALITE 12;;;;;;;GUIGLO;BLOLEQUIN
BOABLY;;;;;;;GUIGLO;BLOLEQUIN
BOSSOA 2;;;;;;;GUIGLO;BLOLEQUIN
BOUGALOU VILLAGE;;;;;;;GUIGLO;BLOLEQUIN
BOUSSOUKRO;;;;;;;GUIGLO;BLOLEQUIN
CHANTIER CACAO;;;;;;;GUIGLO;BLOLEQUIN
COLONEL OULAI;;;;;;;GUIGLO;BLOLEQUIN
DAAPLEU KOUIZOMPLEU;;;;;;;GUIGLO;BLOLEQUIN
DALOA SOUBRE;;;;;;;GUIGLO;BLOLEQUIN
DANDROU;;;;;;;GUIGLO;BLOLEQUIN
DEDJAN;;;;;;;GUIGLO;BLOLEQUIN
DEPOUTA;;;;;;;GUIGLO;BLOLEQUIN
DIBOKE 1 2;;;;;;;GUIGLO;BLOLEQUIN
DIEYA;;;;;;;GUIGLO;BLOLEQUIN
DIOUYA DOKIN;;;;;;;GUIGLO;BLOLEQUIN
DJEKRO;;;;;;;GUIGLO;BLOLEQUIN
DOKE 1 2;;;;;;;GUIGLO;BLOLEQUIN
ELOIKRO;;;;;;;GUIGLO;BLOLEQUIN
FELIXKRO;;;;;;;GUIGLO;BLOLEQUIN
FRANDOUGOU;;;;;;;GUIGLO;BLOLEQUIN
GABON;;;;;;;GUIGLO;BLOLEQUIN
GANHIA;;;;;;;GUIGLO;BLOLEQUIN
GEORGESKRO;;;;;;;GUIGLO;BLOLEQUIN
GOLOU;;;;;;;GUIGLO;BLOLEQUIN
GOULEBLY;;;;;;;GUIGLO;BLOLEQUIN
GOULEGUI;;;;;;;GUIGLO;BLOLEQUIN
GOYA 1;;;;;;;GUIGLO;BLOLEQUIN
GOYA 2;;;;;;;GUIGLO;BLOLEQUIN
GOYA 3;;;;;;;GUIGLO;BLOLEQUIN
GOYA MAMBLY;;;;;;;GUIGLO;BLOLEQUIN
GUEYA BLOLEQUIN;;;;;;;GUIGLO;BLOLEQUIN
GUEZAI;;;;;;;GUIGLO;BLOLEQUIN
GUIBOBLY;;;;;;;GUIGLO;BLOLEQUIN
GUIBOBLY 2;;;;;;;GUIGLO;BLOLEQUIN
JEROMEKRO;;;;;;;GUIGLO;BLOLEQUIN
KAMBLESSO;;;;;;;GUIGLO;BLOLEQUIN
KAZILEKRO;;;;;;;GUIGLO;BLOLEQUIN
KEBOUEBO;;;;;;;GUIGLO;BLOLEQUIN
KOADEGUEZON;;;;;;;GUIGLO;BLOLEQUIN
KOADEGUEZON 2;;;;;;;GUIGLO;BLOLEQUIN
KRAMOSSO;;;;;;;GUIGLO;BLOLEQUIN
MATERNELLE BEOUE;;;;;;;GUIGLO;BLOLEQUIN
MATERNELLE BLOLEQUIN;;;;;;;GUIGLO;BLOLEQUIN
MATERNELLE DOKE;;;;;;;GUIGLO;BLOLEQUIN
MATERNELLE ZEAGLO;;;;;;;GUIGLO;BLOLEQUIN
MATERNELLE ZIGLO;;;;;;;GUIGLO;BLOLEQUIN
MEDIBLY;;;;;;;GUIGLO;BLOLEQUIN
MOMBOIBLY;;;;;;;GUIGLO;BLOLEQUIN
MUNICIPALITE C;;;;;;;GUIGLO;BLOLEQUIN
OULAI DAGOBERT;;;;;;;GUIGLO;BLOLEQUIN
OULAIBLYCIB;;;;;;;GUIGLO;BLOLEQUIN
OULAITAHIBLY;;;;;;;GUIGLO;BLOLEQUIN
PETIT BOUAKE;;;;;;;GUIGLO;BLOLEQUIN
PETIT GUIGLO;;;;;;;GUIGLO;BLOLEQUIN
PETIT SAKASSOU;;;;;;;GUIGLO;BLOLEQUIN
PLATEAU;;;;;;;GUIGLO;BLOLEQUIN
PLOKRO ZANGAKAHA;;;;;;;GUIGLO;BLOLEQUIN
POHAN BADOUEBLY;;;;;;;GUIGLO;BLOLEQUIN
POHAN DOUANDROU;;;;;;;GUIGLO;BLOLEQUIN
POUHAN DOUANDROU 2;;;;;;;GUIGLO;BLOLEQUIN
SALIFOUKRO;;;;;;;GUIGLO;BLOLEQUIN
SCIO;;;;;;;GUIGLO;BLOLEQUIN
SIALOUKRO;;;;;;;GUIGLO;BLOLEQUIN
TCHEIGNEIRI;;;;;;;GUIGLO;BLOLEQUIN
TIEPLEU;;;;;;;GUIGLO;BLOLEQUIN
TINHOU;;;;;;;GUIGLO;BLOLEQUIN
TOMEPLEU;;;;;;;GUIGLO;BLOLEQUIN
TUAMBLY;;;;;;;GUIGLO;BLOLEQUIN
YOYA GOYA;;;;;;;GUIGLO;BLOLEQUIN
ZAIPLEU;;;;;;;GUIGLO;BLOLEQUIN
ZEAGLO 1;;;;;;;GUIGLO;BLOLEQUIN
ZEAGLO 2;;;;;;;GUIGLO;BLOLEQUIN
ZIABLY;;;;;;;GUIGLO;BLOLEQUIN
ZIGLO;;;;;;;GUIGLO;BLOLEQUIN
ZILEBLY;;;;;;;GUIGLO;BLOLEQUIN
ZOGUINE;;;;;;;GUIGLO;BLOLEQUIN
ZOLABLY;;;;;;;GUIGLO;BLOLEQUIN
ZOMBLY;;;;;;;GUIGLO;BLOLEQUIN
ZOMPLOU;;;;;;;GUIGLO;BLOLEQUIN
ZOUYAHI;;;;;;;GUIGLO;BLOLEQUIN
4 CARREFOURS GUIGLO GUIGLO;;;;;;;GUIGLO;GUIGLO
ANCIEN ZOUAN;;;;;;;GUIGLO;GUIGLO
BANCO;;;;;;;GUIGLO;GUIGLO
BANGNESSOKO;;;;;;;GUIGLO;GUIGLO
BAYE BENOÎT SEVERIN;;;;;;;GUIGLO;GUIGLO
BEDY GOAZON 1 2 ET MATERNELLE;;;;;;;GUIGLO;GUIGLO
BEOUA 12 ET MATERNELLE;;;;;;;GUIGLO;GUIGLO
CARREFOUR DE LA PAIX;;;;;;;GUIGLO;GUIGLO
CHARLESKRO;;;;;;;GUIGLO;GUIGLO
DITROUDRA BEOUE;;;;;;;GUIGLO;GUIGLO
DOMOBLY ET MATERNELLE;;;;;;;GUIGLO;GUIGLO
DOUEDY GUEZON;;;;;;;GUIGLO;GUIGLO
ENOCK;;;;;;;GUIGLO;GUIGLO
FELIX HOUPHOUET BOIGNY 1234 ET MATERNELLE;;;;;;;GUIGLO;GUIGLO
GLOPAOUDY;;;;;;;GUIGLO;GUIGLO
GUEZON;;;;;;;GUIGLO;GUIGLO
GUIGLO 2 6 7 ET MATERNELLE;;;;;;;GUIGLO;GUIGLO
GUIGLO 3;;;;;;;GUIGLO;GUIGLO
GUINKIN;;;;;;;GUIGLO;GUIGLO
KAADE 1A 1B ET MATERNELLE;;;;;;;GUIGLO;GUIGLO
KAADE 2;;;;;;;GUIGLO;GUIGLO
KATI;;;;;;;GUIGLO;GUIGLO
KOPAKE CARREFOUR;;;;;;;GUIGLO;GUIGLO
KOUADIOKRO;;;;;;;GUIGLO;GUIGLO
KRIDY;;;;;;;GUIGLO;GUIGLO
LA CÔTE;;;;;;;GUIGLO;GUIGLO
LADJIKRO;;;;;;;GUIGLO;GUIGLO
LIABLY;;;;;;;GUIGLO;GUIGLO
LOBIKRO;;;;;;;GUIGLO;GUIGLO
MONA ET MATERNELLE;;;;;;;GUIGLO;GUIGLO
NIOULDE;;;;;;;GUIGLO;GUIGLO
NOUNOUBAYE;;;;;;;GUIGLO;GUIGLO
PARIS LEONA;;;;;;;GUIGLO;GUIGLO
PETIT BOUAKE;;;;;;;GUIGLO;GUIGLO
PETIT GUIGLO;;;;;;;GUIGLO;GUIGLO
PETIT KATIOLA;;;;;;;GUIGLO;GUIGLO
PONA;;;;;;;GUIGLO;GUIGLO
RESIDENCE 123 ET MATERNELLE;;;;;;;GUIGLO;GUIGLO
SADA 1 2;;;;;;;GUIGLO;GUIGLO
SOKOURA 2A;;;;;;;GUIGLO;GUIGLO
SOKOURA 2B;;;;;;;GUIGLO;GUIGLO
SREGOUEHIBLY;;;;;;;GUIGLO;GUIGLO
TACTACKRO;;;;;;;GUIGLO;GUIGLO
TROYA 2;;;;;;;GUIGLO;GUIGLO
ZEBLY;;;;;;;GUIGLO;GUIGLO
ZOUAN 123 ET MATERNELLE;;;;;;;GUIGLO;GUIGLO
ALLANGBAKRO;;;;;;;GUIGLO;GUIGLO 2
BEABLO 1 ET 2;;;;;;;GUIGLO;GUIGLO 2
BEHEBO V15 ET MATERNELLE;;;;;;;GUIGLO;GUIGLO 2
BLAO GOYA 13 ET MATERNELLE;;;;;;;GUIGLO;GUIGLO 2
BLAO GOYA 2 ET MATERNELLE;;;;;;;GUIGLO;GUIGLO 2
BLOC 2 YAOUDE;;;;;;;GUIGLO;GUIGLO 2
BLOC 3 YAOUDE;;;;;;;GUIGLO;GUIGLO 2
BLOC 4 YAOUDE;;;;;;;GUIGLO;GUIGLO 2
BLOC 5;;;;;;;GUIGLO;GUIGLO 2
BLOC GBOHOU;;;;;;;GUIGLO;GUIGLO 2
BLOC KATI;;;;;;;GUIGLO;GUIGLO 2
BLOC ZAKE;;;;;;;GUIGLO;GUIGLO 2
BOUSSOUMA;;;;;;;GUIGLO;GUIGLO 2
DJEHIBLY;;;;;;;GUIGLO;GUIGLO 2
EXCELLENCE ET MATERNELLE;;;;;;;GUIGLO;GUIGLO 2
GBLAPLEU;;;;;;;GUIGLO;GUIGLO 2
GNOHOUONBLY;;;;;;;GUIGLO;GUIGLO 2
GUIGLO 1 4 ET MATERNELLE;;;;;;;GUIGLO;GUIGLO 2
GUIGLO 7 A;;;;;;;GUIGLO;GUIGLO 2
IPOUKRO;;;;;;;GUIGLO;GUIGLO 2
KOUAMEKRO;;;;;;;GUIGLO;GUIGLO 2
KOULABLY;;;;;;;GUIGLO;GUIGLO 2
KPASSOA;;;;;;;GUIGLO;GUIGLO 2
MAMBLY;;;;;;;GUIGLO;GUIGLO 2
MAPLEU;;;;;;;GUIGLO;GUIGLO 2
NAZARETH 1234 ET MATERNELLE;;;;;;;GUIGLO;GUIGLO 2
NICLA 123 ET MATERNELLE;;;;;;;GUIGLO;GUIGLO 2
NIZAHON 3;;;;;;;GUIGLO;GUIGLO 2
SEA YORO 123 ET MATERNELLE;;;;;;;GUIGLO;GUIGLO 2
SOKOURA 1;;;;;;;GUIGLO;GUIGLO 2
TASSEREDOUGOU;;;;;;;GUIGLO;GUIGLO 2
TROYA 1;;;;;;;GUIGLO;GUIGLO 2
TROYA 3;;;;;;;GUIGLO;GUIGLO 2
YAOUDE 1 2 ET MATERNELLE;;;;;;;GUIGLO;GUIGLO 2
ZIOMBLY 2;;;;;;;GUIGLO;GUIGLO 2
ZRO 12 ET MATERNELLE;;;;;;;GUIGLO;GUIGLO 2
ZRO V 17;;;;;;;GUIGLO;GUIGLO 2
ZRO V16 A B ET MATERNELLE;;;;;;;GUIGLO;GUIGLO 2
ZRO V16 MAISON BLANCHE;;;;;;;GUIGLO;GUIGLO 2
AKAFOUKRO;;;;;;;GUIGLO;TAI
BRUNOKRO;;;;;;;GUIGLO;TAI
CHC BOHIE;;;;;;;GUIGLO;TAI
CHC BOHIE 2;;;;;;;GUIGLO;TAI
CHC DAZAHON ET MATERNELLE;;;;;;;GUIGLO;TAI
DAOBLY 12 ET MATERNELLE;;;;;;;GUIGLO;TAI
DIERO OULA 1 2;;;;;;;GUIGLO;TAI
DJIDOUBAYE 1 2 ET MATERNELLE;;;;;;;GUIGLO;TAI
DJIDOUBAYE 3;;;;;;;GUIGLO;TAI
GAHABLY;;;;;;;GUIGLO;TAI
GOULEAKO 2;;;;;;;GUIGLO;TAI
GOULEGUI BEOUE 1 2;;;;;;;GUIGLO;TAI
HELENA VANDEBEECK 12  MATERNELLE;;;;;;;GUIGLO;TAI
KEIBLY 12 ET MATERNELLE;;;;;;;GUIGLO;TAI
KEIBLY 34;;;;;;;GUIGLO;TAI
KEIBLY 5;;;;;;;GUIGLO;TAI
MATERNELLE GOULEGUI BEOUE;;;;;;;GUIGLO;TAI
MATERNELLE TAI;;;;;;;GUIGLO;TAI
PAULE OULA;;;;;;;GUIGLO;TAI
PETIT BEOUMI;;;;;;;GUIGLO;TAI
PONAN TAI 1 2;;;;;;;GUIGLO;TAI
PORT GENTIL;;;;;;;GUIGLO;TAI
SAKRE 12 ET MATERNELLE;;;;;;;GUIGLO;TAI
SIOBLO OULA;;;;;;;GUIGLO;TAI
TAI 12 3;;;;;;;GUIGLO;TAI
TAI 456;;;;;;;GUIGLO;TAI
TIALEVOGO;;;;;;;GUIGLO;TAI
TIENKOULA;;;;;;;GUIGLO;TAI
TIOLE OULA;;;;;;;GUIGLO;TAI
VODELOBLY;;;;;;;GUIGLO;TAI
ZAGNE 1;;;;;;;GUIGLO;TAI
ZAGNE 2;;;;;;;GUIGLO;TAI
ZAGNE 2B;;;;;;;GUIGLO;TAI
ZAGNE 3;;;;;;;GUIGLO;TAI
ZAGNE 4;;;;;;;GUIGLO;TAI
ZAGNE 5;;;;;;;GUIGLO;TAI
ZAGNE 5B;;;;;;;GUIGLO;TAI
ZAGNE 5C;;;;;;;GUIGLO;TAI
ZAGNE 6;;;;;;;GUIGLO;TAI
ZAGNE 7;;;;;;;GUIGLO;TAI
ZAGNE 8;;;;;;;GUIGLO;TAI
ZAGNE AKEKRO 1 2;;;;;;;GUIGLO;TAI
ZAGNE BOCANDA 2;;;;;;;GUIGLO;TAI
ZAGNE DANIELKRO;;;;;;;GUIGLO;TAI
ZAGNE LOKOSSOUEKRO;;;;;;;GUIGLO;TAI
ZAIPOBLY;;;;;;;GUIGLO;TAI
ZIRIGLO 12  MATERNELLE;;;;;;;GUIGLO;TAI
BAKOUBLY;;;;;;;GUIGLO;TOULEPLEU
BAKPAHI;;;;;;;GUIGLO;TOULEPLEU
BASOBLY;;;;;;;GUIGLO;TOULEPLEU
BAWOMBLY;;;;;;;GUIGLO;TOULEPLEU
BOHIBLI;;;;;;;GUIGLO;TOULEPLEU
BOHOBLI;;;;;;;GUIGLO;TOULEPLEU
CEBLY;;;;;;;GUIGLO;TOULEPLEU
DENAN;;;;;;;GUIGLO;TOULEPLEU
DIAHI;;;;;;;GUIGLO;TOULEPLEU
DIAIBLY;;;;;;;GUIGLO;TOULEPLEU
DOHO;;;;;;;GUIGLO;TOULEPLEU
GLAKON BLOC;;;;;;;GUIGLO;TOULEPLEU
GREPLEU;;;;;;;GUIGLO;TOULEPLEU
GRIE 1;;;;;;;GUIGLO;TOULEPLEU
GRIE 2;;;;;;;GUIGLO;TOULEPLEU
GUEYA TOULEPLEU;;;;;;;GUIGLO;TOULEPLEU
GUEYEDE;;;;;;;GUIGLO;TOULEPLEU
GUIELLE;;;;;;;GUIGLO;TOULEPLEU
KAHIBLY;;;;;;;GUIGLO;TOULEPLEU
KAMBLY;;;;;;;GUIGLO;TOULEPLEU
KLAON;;;;;;;GUIGLO;TOULEPLEU
KLOBLY;;;;;;;GUIGLO;TOULEPLEU
KOARHO;;;;;;;GUIGLO;TOULEPLEU
KOARHO 2;;;;;;;GUIGLO;TOULEPLEU
KOUYABLY;;;;;;;GUIGLO;TOULEPLEU
KPABLY;;;;;;;GUIGLO;TOULEPLEU
KPOBLY DOUOZE;;;;;;;GUIGLO;TOULEPLEU
LIBREVILLE;;;;;;;GUIGLO;TOULEPLEU
MATERNELLE BAKOUBLY;;;;;;;GUIGLO;TOULEPLEU
MATERNELLE DIAIBLY;;;;;;;GUIGLO;TOULEPLEU
MATERNELLE GUIELLE;;;;;;;GUIGLO;TOULEPLEU
MATERNELLE KAMBLY;;;;;;;GUIGLO;TOULEPLEU
MATERNELLE MEO;;;;;;;GUIGLO;TOULEPLEU
MATERNELLE NEZOBLY;;;;;;;GUIGLO;TOULEPLEU
MATERNELLE PEHE;;;;;;;GUIGLO;TOULEPLEU
MATERNELLE SEHIBLY;;;;;;;GUIGLO;TOULEPLEU
MATERNELLE TOULEPLEU;;;;;;;GUIGLO;TOULEPLEU
MATERNELLE TOULEPLEU VILLAGE;;;;;;;GUIGLO;TOULEPLEU
MAYOUBLY;;;;;;;GUIGLO;TOULEPLEU
MEO;;;;;;;GUIGLO;TOULEPLEU
MEO 2;;;;;;;GUIGLO;TOULEPLEU
N TOBENI;;;;;;;GUIGLO;TOULEPLEU
NEZOBLY 1 2;;;;;;;GUIGLO;TOULEPLEU
OULOTO ZREBLY;;;;;;;GUIGLO;TOULEPLEU
PAHOUBLY;;;;;;;GUIGLO;TOULEPLEU
PAHOUBLY 2;;;;;;;GUIGLO;TOULEPLEU
PANHOULO DOUOZON;;;;;;;GUIGLO;TOULEPLEU
PANTROKIN;;;;;;;GUIGLO;TOULEPLEU
PEHE 1 2;;;;;;;GUIGLO;TOULEPLEU
PEKANHOUEBLY;;;;;;;GUIGLO;TOULEPLEU
POYABLY;;;;;;;GUIGLO;TOULEPLEU
SAHIBLY;;;;;;;GUIGLO;TOULEPLEU
SAHOUBLY;;;;;;;GUIGLO;TOULEPLEU
SEHIBLY;;;;;;;GUIGLO;TOULEPLEU
SEIZAIBLY;;;;;;;GUIGLO;TOULEPLEU
TAHIBLY;;;;;;;GUIGLO;TOULEPLEU
TIABOLEBLY;;;;;;;GUIGLO;TOULEPLEU
TIOBLY;;;;;;;GUIGLO;TOULEPLEU
TOUAPLEBLY;;;;;;;GUIGLO;TOULEPLEU
TOULEPLEU 1 3;;;;;;;GUIGLO;TOULEPLEU
TOULEPLEU 2;;;;;;;GUIGLO;TOULEPLEU
TOULEPLEU CHATEAU;;;;;;;GUIGLO;TOULEPLEU
TOULEPLEU MUNICIPALITE;;;;;;;GUIGLO;TOULEPLEU
TOULEPLEU VILLAGE 1 2;;;;;;;GUIGLO;TOULEPLEU
TOYEBLY;;;;;;;GUIGLO;TOULEPLEU
ZIOMBLY TOULEPLEU;;;;;;;GUIGLO;TOULEPLEU
ZOUTOUO;;;;;;;GUIGLO;TOULEPLEU
ABODJEKRO;;;;;;;ISSIA;NAHIO
ABOKA;;;;;;;ISSIA;IBOGUHE
AGOHI  KOUAMEKRO;;;;;;;ISSIA;ISSIA 2
BADEKRO;;;;;;;ISSIA;SAIOUA
YOBOUET  YAOKRO;;;;;;;ISSIA;SAIOUA
AGOKRO IBOGUHE;;;;;;;ISSIA;IBOGUHE
AGOKRO SAIOUA;;;;;;;ISSIA;SAIOUA
AIR FRANCE;;;;;;;ISSIA;SAIOUA
AKLOMIOMBLA;;;;;;;ISSIA;ISSIA 1
AKPAZAKRO;;;;;;;ISSIA;NAHIO
ALLA KOUADIOKRO;;;;;;;ISSIA;ISSIA 1
ALLA N GUESSANKRO;;;;;;;ISSIA;ISSIA 2
ALLAKABO;;;;;;;ISSIA;NAHIO
ALLOCOKOFFIKRO;;;;;;;ISSIA;SAIOUA
ALLOUKRO ISSIA;;;;;;;ISSIA;IBOGUHE
ALY SYLLA   MATERNELLE;;;;;;;ISSIA;ISSIA 1
ANIKRO;;;;;;;ISSIA;SAIOUA
ASSIENIN KOUASSIKRO;;;;;;;ISSIA;ISSIA 1
ASSOUMANKRO ISSIA;;;;;;;ISSIA;SAIOUA
BAD ZONE 3  ISSIA MUNICIPALITE;;;;;;;ISSIA;ISSIA 1
BADOUBOUA;;;;;;;ISSIA;ISSIA 2
BAKARIDOUGOU;;;;;;;ISSIA;IBOGUHE
BAKARY N GORANKRO;;;;;;;ISSIA;SAIOUA
BALAHIO;;;;;;;ISSIA;ISSIA 2
BALAM;;;;;;;ISSIA;SAIOUA
BALANOGUHE;;;;;;;ISSIA;ISSIA 2
BANDAMA KOUASSIKRO;;;;;;;ISSIA;ISSIA 1
BATTERIKRO;;;;;;;ISSIA;IBOGUHE
BAZAGA;;;;;;;ISSIA;ISSIA 1
BEHIBOUO;;;;;;;ISSIA;ISSIA 1
BELIEGUHE;;;;;;;ISSIA;IBOGUHE
BELLEVILLE ISSIA;;;;;;;ISSIA;NAHIO
BEREGUHE;;;;;;;ISSIA;ISSIA 1
BETECLEDOUGOU;;;;;;;ISSIA;SAIOUA
BEZIBOUO;;;;;;;ISSIA;ISSIA 2
BEZOMA;;;;;;;ISSIA;ISSIA 2
BISSAGUHE;;;;;;;ISSIA;ISSIA 1
BITAPIA;;;;;;;ISSIA;ISSIA 2
BOBREGUHE;;;;;;;ISSIA;ISSIA 1
BOGBAM 1 2 ET MATERNELLE;;;;;;;ISSIA;NAHIO
BOGUEDIA 1 2;;;;;;;ISSIA;ISSIA 1
BOGUEDIA 3;;;;;;;ISSIA;ISSIA 1
BOKAREGUHE;;;;;;;ISSIA;IBOGUHE
BOLI;;;;;;;ISSIA;SAIOUA
